hgnc_id	Level2
HGNC:8818	Hearing and ear disorders
HGNC:11190	Hearing and ear disorders
HGNC:11654	Hearing and ear disorders
HGNC:11742	Hearing and ear disorders
	Hearing and ear disorders
HGNC:15832	Endocrine disorders
HGNC:3255	Endocrine disorders
HGNC:3267	Endocrine disorders
HGNC:6106	Endocrine disorders
HGNC:4173	Endocrine disorders
HGNC:4174	Endocrine disorders
HGNC:11630	Endocrine disorders
HGNC:18550	Endocrine disorders
HGNC:6008	Endocrine disorders
HGNC:6081	Endocrine disorders
HGNC:1742	Endocrine disorders
HGNC:4979	Endocrine disorders
HGNC:7762	Endocrine disorders
HGNC:13806	Endocrine disorders
HGNC:7835	Endocrine disorders
HGNC:6107	Endocrine disorders
HGNC:23734	Endocrine disorders
HGNC:21478	Endocrine disorders
HGNC:10938	Endocrine disorders
HGNC:11006	Endocrine disorders
HGNC:11364	Endocrine disorders
HGNC:12762	Endocrine disorders
HGNC:18791	Endocrine disorders
	Endocrine disorders
HGNC:325	Endocrine disorders
HGNC:428	Endocrine disorders
HGNC:24212	Endocrine disorders
HGNC:15598	Endocrine disorders
HGNC:4886	Endocrine disorders
HGNC:4887	Endocrine disorders
HGNC:6636	Endocrine disorders
HGNC:7490	Endocrine disorders
HGNC:8979	Endocrine disorders
HGNC:9175	Endocrine disorders
HGNC:9236	Endocrine disorders
HGNC:23096	Endocrine disorders
HGNC:10909	Endocrine disorders
HGNC:11762	Endocrine disorders
HGNC:28403	Endocrine disorders
HGNC:6636	Cardiovascular disorders
HGNC:7577	Cardiovascular disorders
HGNC:27424	Cardiovascular disorders
HGNC:11947	Cardiovascular disorders
HGNC:11949	Cardiovascular disorders
HGNC:12010	Cardiovascular disorders
HGNC:12403	Cardiovascular disorders
HGNC:12665	Cardiovascular disorders
HGNC:60	Cardiovascular disorders
HGNC:143	Cardiovascular disorders
HGNC:164	Cardiovascular disorders
HGNC:939	Cardiovascular disorders
HGNC:2472	Cardiovascular disorders
HGNC:2928	Cardiovascular disorders
HGNC:29331	Cardiovascular disorders
HGNC:3522	Cardiovascular disorders
HGNC:3622	Cardiovascular disorders
HGNC:15598	Cardiovascular disorders
HGNC:4886	Cardiovascular disorders
HGNC:4887	Cardiovascular disorders
HGNC:5383	Cardiovascular disorders
HGNC:15710	Cardiovascular disorders
HGNC:7551	Cardiovascular disorders
HGNC:7576	Cardiovascular disorders
HGNC:29557	Cardiovascular disorders
HGNC:18838	Cardiovascular disorders
HGNC:17168	Cardiovascular disorders
HGNC:10807	Cardiovascular disorders
HGNC:10909	Cardiovascular disorders
HGNC:11577	Cardiovascular disorders
HGNC:11610	Cardiovascular disorders
HGNC:11762	Cardiovascular disorders
HGNC:11943	Cardiovascular disorders
HGNC:464	Endocrine disorders
HGNC:465	Endocrine disorders
HGNC:644	Endocrine disorders
HGNC:18060	Endocrine disorders
HGNC:886	Endocrine disorders
HGNC:20626	Endocrine disorders
HGNC:2555	Endocrine disorders
HGNC:2570	Endocrine disorders
HGNC:2591	Endocrine disorders
HGNC:2593	Endocrine disorders
HGNC:2594	Endocrine disorders
HGNC:2600	Endocrine disorders
HGNC:2860	Endocrine disorders
HGNC:2865	Endocrine disorders
HGNC:5212	Endocrine disorders
HGNC:5218	Endocrine disorders
HGNC:6585	Endocrine disorders
HGNC:2568	Endocrine disorders
HGNC:6848	Endocrine disorders
HGNC:9208	Endocrine disorders
HGNC:10298	Endocrine disorders
HGNC:21679	Endocrine disorders
HGNC:11190	Endocrine disorders
HGNC:11204	Endocrine disorders
HGNC:11285	Endocrine disorders
HGNC:11311	Endocrine disorders
HGNC:15954	Endocrine disorders
HGNC:12796	Endocrine disorders
HGNC:27337	Neurology and neurodevelopmental disorders
HGNC:939	Neurology and neurodevelopmental disorders
HGNC:13164	Neurology and neurodevelopmental disorders
HGNC:2389	Neurology and neurodevelopmental disorders
HGNC:2770	Neurology and neurodevelopmental disorders
HGNC:14888	Neurology and neurodevelopmental disorders
HGNC:3097	Neurology and neurodevelopmental disorders
HGNC:3702	Neurology and neurodevelopmental disorders
HGNC:3756	Neurology and neurodevelopmental disorders
HGNC:23657	Neurology and neurodevelopmental disorders
HGNC:5246	Neurology and neurodevelopmental disorders
HGNC:30171	Neurology and neurodevelopmental disorders
HGNC:15710	Neurology and neurodevelopmental disorders
HGNC:6912	Neurology and neurodevelopmental disorders
HGNC:12399	Neurology and neurodevelopmental disorders
HGNC:11280	Neurology and neurodevelopmental disorders
HGNC:11802	Neurology and neurodevelopmental disorders
HGNC:620	Neurology and neurodevelopmental disorders
HGNC:24537	Neurology and neurodevelopmental disorders
HGNC:2433	Neurology and neurodevelopmental disorders
HGNC:16235	Neurology and neurodevelopmental disorders
HGNC:2976	Neurology and neurodevelopmental disorders
HGNC:3413	Neurology and neurodevelopmental disorders
HGNC:4601	Neurology and neurodevelopmental disorders
HGNC:6174	Neurology and neurodevelopmental disorders
HGNC:6893	Neurology and neurodevelopmental disorders
HGNC:21576	Neurology and neurodevelopmental disorders
HGNC:9449	Neurology and neurodevelopmental disorders
HGNC:9508	Neurology and neurodevelopmental disorders
HGNC:9509	Neurology and neurodevelopmental disorders
HGNC:12449	Neurology and neurodevelopmental disorders
HGNC:10549	Neurology and neurodevelopmental disorders
HGNC:10548	Neurology and neurodevelopmental disorders
HGNC:10555	Neurology and neurodevelopmental disorders
HGNC:4851	Neurology and neurodevelopmental disorders
HGNC:14203	Neurology and neurodevelopmental disorders
HGNC:225	Neurology and neurodevelopmental disorders
HGNC:14004	Neurology and neurodevelopmental disorders
HGNC:15984	Neurology and neurodevelopmental disorders
HGNC:795	Neurology and neurodevelopmental disorders
HGNC:30213	Neurology and neurodevelopmental disorders
HGNC:16695	Neurology and neurodevelopmental disorders
HGNC:25443	Neurology and neurodevelopmental disorders
HGNC:29932	Neurology and neurodevelopmental disorders
HGNC:2295	Neurology and neurodevelopmental disorders
HGNC:25784	Neurology and neurodevelopmental disorders
HGNC:2896	Neurology and neurodevelopmental disorders
HGNC:21197	Neurology and neurodevelopmental disorders
HGNC:13586	Neurology and neurodevelopmental disorders
HGNC:3999	Neurology and neurodevelopmental disorders
HGNC:4193	Neurology and neurodevelopmental disorders
HGNC:4389	Neurology and neurodevelopmental disorders
HGNC:5144	Neurology and neurodevelopmental disorders
HGNC:15840	Neurology and neurodevelopmental disorders
HGNC:19691	Neurology and neurodevelopmental disorders
HGNC:19321	Neurology and neurodevelopmental disorders
HGNC:15894	Neurology and neurodevelopmental disorders
HGNC:14581	Neurology and neurodevelopmental disorders
HGNC:9039	Neurology and neurodevelopmental disorders
HGNC:8607	Neurology and neurodevelopmental disorders
HGNC:9438	Neurology and neurodevelopmental disorders
HGNC:21061	Neurology and neurodevelopmental disorders
HGNC:10808	Neurology and neurodevelopmental disorders
HGNC:25355	Neurology and neurodevelopmental disorders
HGNC:11049	Neurology and neurodevelopmental disorders
HGNC:11503	Neurology and neurodevelopmental disorders
HGNC:11782	Neurology and neurodevelopmental disorders
HGNC:20856	Neurology and neurodevelopmental disorders
HGNC:3098	Neurology and neurodevelopmental disorders
HGNC:20774	Neurology and neurodevelopmental disorders
HGNC:25507	Neurology and neurodevelopmental disorders
HGNC:1908	Neurology and neurodevelopmental disorders
HGNC:28912	Neurology and neurodevelopmental disorders
HGNC:25928	Neurology and neurodevelopmental disorders
HGNC:12856	Neurology and neurodevelopmental disorders
HGNC:7106	Neurology and neurodevelopmental disorders
HGNC:1762	Dermatological disorders
HGNC:3157	Dermatological disorders
HGNC:2895	Dermatological disorders
HGNC:14341	Dermatological disorders
HGNC:4288	Dermatological disorders
HGNC:5125	Dermatological disorders
HGNC:5961	Dermatological disorders
HGNC:6416	Dermatological disorders
HGNC:6462	Dermatological disorders
HGNC:7391	Dermatological disorders
HGNC:9706	Dermatological disorders
HGNC:19688	Dermatological disorders
HGNC:7795	Dermatological disorders
HGNC:7797	Dermatological disorders
HGNC:9023	Dermatological disorders
HGNC:17652	Dermatological disorders
HGNC:10031	Dermatological disorders
HGNC:15979	Dermatological disorders
HGNC:1268	Dermatological disorders
HGNC:13829	Dermatological disorders
HGNC:76	Rheumatological disorders
HGNC:218	Rheumatological disorders
HGNC:303	Rheumatological disorders
HGNC:9722	Rheumatological disorders
HGNC:18481	Rheumatological disorders
HGNC:851	Rheumatological disorders
HGNC:869	Rheumatological disorders
HGNC:17978	Rheumatological disorders
HGNC:930	Rheumatological disorders
HGNC:1044	Rheumatological disorders
HGNC:1246	Rheumatological disorders
HGNC:1247	Rheumatological disorders
HGNC:1550	Rheumatological disorders
HGNC:24464	Rheumatological disorders
HGNC:2188	Rheumatological disorders
HGNC:2197	Rheumatological disorders
HGNC:2198	Rheumatological disorders
HGNC:2200	Rheumatological disorders
HGNC:2201	Rheumatological disorders
HGNC:2209	Rheumatological disorders
HGNC:2210	Rheumatological disorders
HGNC:2211	Rheumatological disorders
HGNC:2212	Rheumatological disorders
HGNC:2213	Rheumatological disorders
HGNC:21144	Rheumatological disorders
HGNC:3219	Rheumatological disorders
HGNC:3327	Rheumatological disorders
HGNC:3602	Rheumatological disorders
HGNC:3603	Rheumatological disorders
HGNC:3604	Rheumatological disorders
HGNC:18625	Rheumatological disorders
HGNC:25676	Rheumatological disorders
HGNC:6664	Rheumatological disorders
HGNC:6717	Rheumatological disorders
HGNC:9081	Rheumatological disorders
HGNC:9349	Rheumatological disorders
HGNC:9721	Rheumatological disorders
HGNC:18750	Rheumatological disorders
HGNC:13433	Rheumatological disorders
HGNC:10896	Rheumatological disorders
HGNC:20859	Rheumatological disorders
HGNC:6768	Rheumatological disorders
HGNC:6769	Rheumatological disorders
HGNC:11768	Rheumatological disorders
HGNC:11769	Rheumatological disorders
HGNC:11772	Rheumatological disorders
HGNC:11773	Rheumatological disorders
HGNC:11976	Rheumatological disorders
HGNC:23216	Rheumatological disorders
HGNC:2194	Dermatological disorders
HGNC:2214	Dermatological disorders
HGNC:3052	Dermatological disorders
HGNC:1090	Dermatological disorders
HGNC:30578	Dermatological disorders
HGNC:15889	Dermatological disorders
HGNC:6139	Dermatological disorders
HGNC:6142	Dermatological disorders
HGNC:6158	Dermatological disorders
HGNC:6207	Dermatological disorders
HGNC:25947	Dermatological disorders
HGNC:6442	Dermatological disorders
HGNC:6483	Dermatological disorders
HGNC:6490	Dermatological disorders
HGNC:6493	Dermatological disorders
HGNC:9069	Dermatological disorders
HGNC:11781	Dermatological disorders
HGNC:397	Dermatological disorders
HGNC:3647	Dermatological disorders
HGNC:2553	Renal and urinary tract disorders
HGNC:2591	Renal and urinary tract disorders
HGNC:2592	Renal and urinary tract disorders
HGNC:2593	Renal and urinary tract disorders
HGNC:5209	Renal and urinary tract disorders
HGNC:6266	Renal and urinary tract disorders
HGNC:6354	Renal and urinary tract disorders
HGNC:7978	Renal and urinary tract disorders
HGNC:7979	Renal and urinary tract disorders
HGNC:10600	Renal and urinary tract disorders
HGNC:10602	Renal and urinary tract disorders
HGNC:14540	Renal and urinary tract disorders
HGNC:14544	Renal and urinary tract disorders
HGNC:16627	Tumour syndromes
HGNC:57	Cardiovascular disorders
HGNC:620	Cardiovascular disorders
HGNC:800	Cardiovascular disorders
HGNC:1388	Cardiovascular disorders
HGNC:2201	Cardiovascular disorders
HGNC:2202	Cardiovascular disorders
HGNC:2203	Cardiovascular disorders
HGNC:3800	Cardiovascular disorders
HGNC:4296	Cardiovascular disorders
HGNC:9476	Cardiovascular disorders
HGNC:7883	Cardiovascular disorders
HGNC:12269	Cardiovascular disorders
HGNC:15455	Dermatological disorders
HGNC:24035	Endocrine disorders
HGNC:1848	Endocrine disorders
HGNC:25784	Endocrine disorders
HGNC:9439	Endocrine disorders
HGNC:3092	Endocrine disorders
HGNC:8620	Endocrine disorders
HGNC:8646	Endocrine disorders
HGNC:9076	Endocrine disorders
HGNC:14951	Endocrine disorders
HGNC:13503	Endocrine disorders
HGNC:12877	Endocrine disorders
HGNC:3631	Dermatological disorders
HGNC:7529	Dermatological disorders
HGNC:7530	Dermatological disorders
HGNC:17091	Dermatological disorders
HGNC:9508	Dermatological disorders
HGNC:30100	Dermatological disorders
HGNC:3178	Gastroenterological disorders
HGNC:3180	Gastroenterological disorders
HGNC:23419	Gastroenterological disorders
HGNC:6470	Gastroenterological disorders
HGNC:9143	Gastroenterological disorders
HGNC:9967	Gastroenterological disorders
HGNC:11190	Gastroenterological disorders
HGNC:14881	Gastroenterological disorders
HGNC:13886	Cardiovascular disorders
HGNC:13887	Cardiovascular disorders
HGNC:603	Cardiovascular disorders
HGNC:613	Cardiovascular disorders
HGNC:2605	Cardiovascular disorders
HGNC:6547	Cardiovascular disorders
HGNC:18640	Cardiovascular disorders
HGNC:6617	Cardiovascular disorders
HGNC:20001	Cardiovascular disorders
HGNC:1514	Endocrine disorders
HGNC:4172	Endocrine disorders
HGNC:4198	Endocrine disorders
HGNC:4379	Endocrine disorders
HGNC:9606	Endocrine disorders
HGNC:11582	Endocrine disorders
HGNC:2180	Hearing and ear disorders
HGNC:76	Cardiovascular disorders
HGNC:174	Cardiovascular disorders
HGNC:26530	Cardiovascular disorders
HGNC:18292	Cardiovascular disorders
HGNC:3327	Cardiovascular disorders
HGNC:3754	Cardiovascular disorders
HGNC:4173	Cardiovascular disorders
HGNC:4174	Cardiovascular disorders
HGNC:4214	Cardiovascular disorders
HGNC:6188	Cardiovascular disorders
HGNC:14357	Cardiovascular disorders
HGNC:2488	Cardiovascular disorders
HGNC:7865	Cardiovascular disorders
HGNC:7882	Cardiovascular disorders
HGNC:7976	Cardiovascular disorders
HGNC:17075	Cardiovascular disorders
HGNC:11604	Cardiovascular disorders
HGNC:12874	Cardiovascular disorders
	Cardiovascular disorders
HGNC:33	Respiratory disorders
HGNC:566	Respiratory disorders
HGNC:735	Respiratory disorders
HGNC:2435	Respiratory disorders
HGNC:2436	Respiratory disorders
HGNC:2890	Respiratory disorders
HGNC:24200	Respiratory disorders
HGNC:4177	Respiratory disorders
HGNC:5163	Respiratory disorders
HGNC:15844	Respiratory disorders
HGNC:6139	Respiratory disorders
HGNC:11825	Respiratory disorders
HGNC:8609	Respiratory disorders
HGNC:15888	Respiratory disorders
HGNC:10799	Respiratory disorders
HGNC:10801	Respiratory disorders
HGNC:10802	Respiratory disorders
HGNC:11020	Respiratory disorders
HGNC:11065	Respiratory disorders
HGNC:11120	Respiratory disorders
HGNC:11727	Respiratory disorders
HGNC:11730	Respiratory disorders
HGNC:11824	Respiratory disorders
HGNC:1149	Tumour syndromes
HGNC:1786	Tumour syndromes
HGNC:5173	Tumour syndromes
HGNC:7652	Tumour syndromes
HGNC:6742	Tumour syndromes
HGNC:11109	Tumour syndromes
HGNC:735	Dysmorphic and congenital abnormality syndromes
HGNC:1097	Dysmorphic and congenital abnormality syndromes
HGNC:1541	Dysmorphic and congenital abnormality syndromes
HGNC:29426	Dysmorphic and congenital abnormality syndromes
HGNC:9251	Dysmorphic and congenital abnormality syndromes
HGNC:3767	Dysmorphic and congenital abnormality syndromes
HGNC:6106	Dysmorphic and congenital abnormality syndromes
HGNC:4122	Dysmorphic and congenital abnormality syndromes
HGNC:4177	Dysmorphic and congenital abnormality syndromes
HGNC:4180	Dysmorphic and congenital abnormality syndromes
HGNC:4296	Dysmorphic and congenital abnormality syndromes
HGNC:4298	Dysmorphic and congenital abnormality syndromes
HGNC:29670	Dysmorphic and congenital abnormality syndromes
HGNC:4696	Dysmorphic and congenital abnormality syndromes
HGNC:4823	Dysmorphic and congenital abnormality syndromes
HGNC:4824	Dysmorphic and congenital abnormality syndromes
HGNC:5173	Dysmorphic and congenital abnormality syndromes
HGNC:6345	Dysmorphic and congenital abnormality syndromes
HGNC:6407	Dysmorphic and congenital abnormality syndromes
HGNC:6518	Dysmorphic and congenital abnormality syndromes
HGNC:6617	Dysmorphic and congenital abnormality syndromes
HGNC:6742	Dysmorphic and congenital abnormality syndromes
HGNC:6840	Dysmorphic and congenital abnormality syndromes
HGNC:6842	Dysmorphic and congenital abnormality syndromes
HGNC:7758	Dysmorphic and congenital abnormality syndromes
HGNC:7897	Dysmorphic and congenital abnormality syndromes
HGNC:7989	Dysmorphic and congenital abnormality syndromes
HGNC:8850	Dysmorphic and congenital abnormality syndromes
HGNC:8851	Dysmorphic and congenital abnormality syndromes
HGNC:8853	Dysmorphic and congenital abnormality syndromes
HGNC:8854	Dysmorphic and congenital abnormality syndromes
HGNC:8855	Dysmorphic and congenital abnormality syndromes
HGNC:8856	Dysmorphic and congenital abnormality syndromes
HGNC:8857	Dysmorphic and congenital abnormality syndromes
HGNC:9713	Dysmorphic and congenital abnormality syndromes
HGNC:9717	Dysmorphic and congenital abnormality syndromes
HGNC:22965	Dysmorphic and congenital abnormality syndromes
HGNC:8858	Dysmorphic and congenital abnormality syndromes
HGNC:9719	Dysmorphic and congenital abnormality syndromes
HGNC:8859	Dysmorphic and congenital abnormality syndromes
HGNC:8860	Dysmorphic and congenital abnormality syndromes
HGNC:28993	Dysmorphic and congenital abnormality syndromes
HGNC:9115	Dysmorphic and congenital abnormality syndromes
HGNC:9644	Dysmorphic and congenital abnormality syndromes
HGNC:9829	Dysmorphic and congenital abnormality syndromes
HGNC:10023	Dysmorphic and congenital abnormality syndromes
HGNC:10817	Dysmorphic and congenital abnormality syndromes
HGNC:15454	Dysmorphic and congenital abnormality syndromes
HGNC:10933	Dysmorphic and congenital abnormality syndromes
HGNC:11120	Dysmorphic and congenital abnormality syndromes
HGNC:11187	Dysmorphic and congenital abnormality syndromes
HGNC:11188	Dysmorphic and congenital abnormality syndromes
HGNC:11559	Dysmorphic and congenital abnormality syndromes
HGNC:11935	Gastroenterological disorders
HGNC:2505	Gastroenterological disorders
HGNC:2577	Gastroenterological disorders
HGNC:2578	Gastroenterological disorders
HGNC:17642	Gastroenterological disorders
HGNC:19191	Gastroenterological disorders
HGNC:11529	Gastroenterological disorders
HGNC:6106	Gastroenterological disorders
HGNC:4688	Gastroenterological disorders
HGNC:5163	Gastroenterological disorders
HGNC:15844	Gastroenterological disorders
HGNC:18817	Gastroenterological disorders
HGNC:5351	Gastroenterological disorders
HGNC:5962	Gastroenterological disorders
HGNC:5964	Gastroenterological disorders
HGNC:5965	Gastroenterological disorders
HGNC:6008	Gastroenterological disorders
HGNC:6010	Gastroenterological disorders
HGNC:6998	Gastroenterological disorders
HGNC:7530	Gastroenterological disorders
HGNC:7603	Gastroenterological disorders
HGNC:7660	Gastroenterological disorders
HGNC:25118	Gastroenterological disorders
HGNC:9831	Gastroenterological disorders
HGNC:9832	Gastroenterological disorders
HGNC:15888	Gastroenterological disorders
HGNC:1348	Gastroenterological disorders
HGNC:10820	Gastroenterological disorders
HGNC:10898	Gastroenterological disorders
HGNC:4061	Gastroenterological disorders
HGNC:11364	Gastroenterological disorders
HGNC:11445	Gastroenterological disorders
HGNC:23639	Gastroenterological disorders
HGNC:19750	Gastroenterological disorders
HGNC:12731	Gastroenterological disorders
HGNC:592	Gastroenterological disorders
HGNC:145	Gastroenterological disorders
HGNC:886	Gastroenterological disorders
HGNC:24039	Gastroenterological disorders
HGNC:2770	Gastroenterological disorders
HGNC:2928	Gastroenterological disorders
HGNC:3754	Gastroenterological disorders
HGNC:5389	Gastroenterological disorders
HGNC:9179	Gastroenterological disorders
HGNC:17296	Gastroenterological disorders
HGNC:10583	Gastroenterological disorders
HGNC:26050	Gastroenterological disorders
HGNC:3148	Gastroenterological disorders
HGNC:61	Actionable information
HGNC:186	Actionable information
HGNC:812	Actionable information
HGNC:1884	Actionable information
HGNC:1940	Actionable information
HGNC:2153	Actionable information
HGNC:2578	Actionable information
HGNC:2928	Actionable information
HGNC:3546	Actionable information
HGNC:3551	Actionable information
HGNC:4827	Actionable information
HGNC:6010	Actionable information
HGNC:7459	Actionable information
HGNC:8512	Actionable information
HGNC:10294	Actionable information
HGNC:10295	Actionable information
HGNC:11117	Actionable information
HGNC:11118	Actionable information
HGNC:15464	Actionable information
HGNC:12530	Actionable information
HGNC:12731	Actionable information
HGNC:16446	Dermatological disorders
HGNC:15561	Dermatological disorders
HGNC:20	Neurology and neurodevelopmental disorders
HGNC:23	Neurology and neurodevelopmental disorders
HGNC:119	Neurology and neurodevelopmental disorders
HGNC:160	Neurology and neurodevelopmental disorders
HGNC:21304	Neurology and neurodevelopmental disorders
HGNC:291	Neurology and neurodevelopmental disorders
HGNC:10648	Neurology and neurodevelopmental disorders
HGNC:391	Neurology and neurodevelopmental disorders
HGNC:393	Neurology and neurodevelopmental disorders
HGNC:408	Neurology and neurodevelopmental disorders
HGNC:877	Neurology and neurodevelopmental disorders
HGNC:18294	Neurology and neurodevelopmental disorders
HGNC:32456	Neurology and neurodevelopmental disorders
HGNC:30881	Neurology and neurodevelopmental disorders
HGNC:23056	Neurology and neurodevelopmental disorders
HGNC:23157	Neurology and neurodevelopmental disorders
HGNC:23161	Neurology and neurodevelopmental disorders
HGNC:15672	Neurology and neurodevelopmental disorders
HGNC:438	Neurology and neurodevelopmental disorders
HGNC:473	Neurology and neurodevelopmental disorders
HGNC:567	Neurology and neurodevelopmental disorders
HGNC:15853	Neurology and neurodevelopmental disorders
HGNC:663	Neurology and neurodevelopmental disorders
HGNC:14561	Neurology and neurodevelopmental disorders
HGNC:18040	Neurology and neurodevelopmental disorders
HGNC:29561	Neurology and neurodevelopmental disorders
HGNC:18060	Neurology and neurodevelopmental disorders
HGNC:735	Neurology and neurodevelopmental disorders
HGNC:756	Neurology and neurodevelopmental disorders
HGNC:799	Neurology and neurodevelopmental disorders
HGNC:18481	Neurology and neurodevelopmental disorders
HGNC:851	Neurology and neurodevelopmental disorders
HGNC:869	Neurology and neurodevelopmental disorders
HGNC:886	Neurology and neurodevelopmental disorders
HGNC:986	Neurology and neurodevelopmental disorders
HGNC:987	Neurology and neurodevelopmental disorders
HGNC:1020	Neurology and neurodevelopmental disorders
HGNC:24415	Neurology and neurodevelopmental disorders
HGNC:1097	Neurology and neurodevelopmental disorders
HGNC:21701	Neurology and neurodevelopmental disorders
HGNC:15832	Neurology and neurodevelopmental disorders
HGNC:1122	Neurology and neurodevelopmental disorders
HGNC:29521	Neurology and neurodevelopmental disorders
HGNC:1389	Neurology and neurodevelopmental disorders
HGNC:1391	Neurology and neurodevelopmental disorders
HGNC:1392	Neurology and neurodevelopmental disorders
HGNC:1424	Neurology and neurodevelopmental disorders
HGNC:29253	Neurology and neurodevelopmental disorders
HGNC:11411	Neurology and neurodevelopmental disorders
HGNC:1917	Neurology and neurodevelopmental disorders
HGNC:1956	Neurology and neurodevelopmental disorders
HGNC:1958	Neurology and neurodevelopmental disorders
HGNC:1962	Neurology and neurodevelopmental disorders
HGNC:14214	Neurology and neurodevelopmental disorders
HGNC:2022	Neurology and neurodevelopmental disorders
HGNC:2074	Neurology and neurodevelopmental disorders
HGNC:2079	Neurology and neurodevelopmental disorders
HGNC:2092	Neurology and neurodevelopmental disorders
HGNC:19701	Neurology and neurodevelopmental disorders
HGNC:103	Neurology and neurodevelopmental disorders
HGNC:13830	Neurology and neurodevelopmental disorders
HGNC:18622	Neurology and neurodevelopmental disorders
HGNC:2195	Neurology and neurodevelopmental disorders
HGNC:2202	Neurology and neurodevelopmental disorders
HGNC:2203	Neurology and neurodevelopmental disorders
HGNC:25223	Neurology and neurodevelopmental disorders
HGNC:19693	Neurology and neurodevelopmental disorders
HGNC:25302	Neurology and neurodevelopmental disorders
HGNC:17245	Neurology and neurodevelopmental disorders
HGNC:2348	Neurology and neurodevelopmental disorders
HGNC:2460	Neurology and neurodevelopmental disorders
HGNC:2510	Neurology and neurodevelopmental disorders
HGNC:2529	Neurology and neurodevelopmental disorders
HGNC:19347	Neurology and neurodevelopmental disorders
HGNC:13760	Neurology and neurodevelopmental disorders
HGNC:2605	Neurology and neurodevelopmental disorders
HGNC:28358	Neurology and neurodevelopmental disorders
HGNC:2698	Neurology and neurodevelopmental disorders
HGNC:2714	Neurology and neurodevelopmental disorders
HGNC:2745	Neurology and neurodevelopmental disorders
HGNC:14677	Neurology and neurodevelopmental disorders
HGNC:19344	Neurology and neurodevelopmental disorders
HGNC:18423	Neurology and neurodevelopmental disorders
HGNC:2860	Neurology and neurodevelopmental disorders
HGNC:20603	Neurology and neurodevelopmental disorders
HGNC:16716	Neurology and neurodevelopmental disorders
HGNC:2876	Neurology and neurodevelopmental disorders
HGNC:2972	Neurology and neurodevelopmental disorders
HGNC:2973	Neurology and neurodevelopmental disorders
HGNC:19190	Neurology and neurodevelopmental disorders
HGNC:3005	Neurology and neurodevelopmental disorders
HGNC:3012	Neurology and neurodevelopmental disorders
HGNC:2961	Neurology and neurodevelopmental disorders
HGNC:3091	Neurology and neurodevelopmental disorders
HGNC:29419	Neurology and neurodevelopmental disorders
HGNC:3192	Neurology and neurodevelopmental disorders
HGNC:30858	Neurology and neurodevelopmental disorders
HGNC:24650	Neurology and neurodevelopmental disorders
HGNC:3258	Neurology and neurodevelopmental disorders
HGNC:3260	Neurology and neurodevelopmental disorders
HGNC:3261	Neurology and neurodevelopmental disorders
HGNC:3267	Neurology and neurodevelopmental disorders
HGNC:3275	Neurology and neurodevelopmental disorders
HGNC:3330	Neurology and neurodevelopmental disorders
HGNC:3341	Neurology and neurodevelopmental disorders
HGNC:23287	Neurology and neurodevelopmental disorders
HGNC:26222	Neurology and neurodevelopmental disorders
HGNC:21062	Neurology and neurodevelopmental disorders
HGNC:13601	Neurology and neurodevelopmental disorders
HGNC:13590	Neurology and neurodevelopmental disorders
HGNC:3668	Neurology and neurodevelopmental disorders
HGNC:3700	Neurology and neurodevelopmental disorders
HGNC:3754	Neurology and neurodevelopmental disorders
HGNC:3791	Neurology and neurodevelopmental disorders
HGNC:3811	Neurology and neurodevelopmental disorders
HGNC:1362	Neurology and neurodevelopmental disorders
HGNC:4006	Neurology and neurodevelopmental disorders
HGNC:4019	Neurology and neurodevelopmental disorders
HGNC:4507	Neurology and neurodevelopmental disorders
HGNC:4075	Neurology and neurodevelopmental disorders
HGNC:4082	Neurology and neurodevelopmental disorders
HGNC:4083	Neurology and neurodevelopmental disorders
HGNC:4087	Neurology and neurodevelopmental disorders
HGNC:4115	Neurology and neurodevelopmental disorders
HGNC:4136	Neurology and neurodevelopmental disorders
HGNC:4235	Neurology and neurodevelopmental disorders
HGNC:13780	Neurology and neurodevelopmental disorders
HGNC:4298	Neurology and neurodevelopmental disorders
HGNC:4313	Neurology and neurodevelopmental disorders
HGNC:4335	Neurology and neurodevelopmental disorders
HGNC:4341	Neurology and neurodevelopmental disorders
HGNC:24247	Neurology and neurodevelopmental disorders
HGNC:4367	Neurology and neurodevelopmental disorders
HGNC:4390	Neurology and neurodevelopmental disorders
HGNC:4396	Neurology and neurodevelopmental disorders
HGNC:4401	Neurology and neurodevelopmental disorders
HGNC:4431	Neurology and neurodevelopmental disorders
HGNC:4446	Neurology and neurodevelopmental disorders
HGNC:15465	Neurology and neurodevelopmental disorders
HGNC:4574	Neurology and neurodevelopmental disorders
HGNC:4584	Neurology and neurodevelopmental disorders
HGNC:4585	Neurology and neurodevelopmental disorders
HGNC:4586	Neurology and neurodevelopmental disorders
HGNC:4588	Neurology and neurodevelopmental disorders
HGNC:4624	Neurology and neurodevelopmental disorders
HGNC:4670	Neurology and neurodevelopmental disorders
HGNC:21033	Neurology and neurodevelopmental disorders
HGNC:16915	Neurology and neurodevelopmental disorders
HGNC:4839	Neurology and neurodevelopmental disorders
HGNC:4845	Neurology and neurodevelopmental disorders
HGNC:4846	Neurology and neurodevelopmental disorders
HGNC:29853	Neurology and neurodevelopmental disorders
HGNC:26361	Neurology and neurodevelopmental disorders
HGNC:4878	Neurology and neurodevelopmental disorders
HGNC:4976	Neurology and neurodevelopmental disorders
HGNC:5005	Neurology and neurodevelopmental disorders
